Run,Time,Position,Velocity
5,0.7,0.69,-0.35
5,0.72,0.68,-0.34
5,0.74,0.7,-0.52
5,0.76,0.66,-0.72
5,0.78,0.65,-0.77
5,0.8,0.64,-0.6
5,0.82,0.63,-0.63
5,0.84,0.61,-0.64
5,0.86,0.6,-0.64
5,0.88,0.59,-0.61
5,0.9,0.58,-0.59
5,0.92,0.57,-0.62
5,0.94,0.55,-0.66
5,0.96,0.54,-0.68
5,0.98,0.53,-0.67
5,1.0,0.51,-0.66
5,1.02,0.5,-0.68
5,1.04,0.49,-0.71
5,1.06,0.47,-0.74
5,1.08,0.46,-0.74
5,1.1,0.44,-0.73
5,1.12,0.43,-0.7
5,1.14,0.41,-0.69
5,1.16,0.4,-0.69
5,1.18,0.39,-0.68
5,1.2,0.37,-0.69
5,1.22,0.36,-0.69
5,1.24,0.34,-0.7
5,1.26,0.33,-0.71
5,1.28,0.32,-0.72
5,1.3,0.3,-0.72
5,1.32,0.29,-0.72
5,1.34,0.27,-0.72
5,1.36,0.26,-0.72
5,1.38,0.24,-0.72
5,1.4,0.23,-0.72
5,1.42,0.21,-0.72
5,1.44,0.2,-0.72
5,1.46,0.19,-0.72
5,1.48,0.17,-0.72
5,1.5,0.16,-0.72
5,1.52,0.14,-0.65
5,1.54,0.13,-0.45
5,1.56,0.12,-0.18
5,1.58,0.12,-0.02
5,1.6,0.13,0.01
5,1.62,0.12,-0.17
5,1.64,0.12,11.44
5,1.66,0.1,23.21
6,0.02,1.0,-0.08
6,0.04,1.0,-0.01
6,0.06,1.0,0.02
6,0.08,1.0,0.02
6,0.1,1.0,0.02
6,0.12,1.0,0.01
6,0.14,1.0,-0.000626
6,0.16,1.0,0.01
6,0.18,1.0,-0.01
6,0.2,1.0,-0.06
6,0.22,1.0,-0.13
6,0.24,1.0,-0.19
6,0.26,0.99,-0.22
6,0.28,0.99,-0.26
6,0.3,0.98,-0.32
6,0.32,0.97,-0.36
6,0.34,0.97,-0.37
6,0.36,0.96,-0.37
6,0.38,0.95,-0.36
6,0.4,0.94,-0.36
6,0.42,0.94,-0.37
6,0.44,0.93,-0.4
6,0.46,0.92,-0.43
6,0.48,0.91,-0.44
6,0.5,0.9,-0.45
6,0.52,0.9,-0.45
6,0.54,0.89,-0.46
6,0.56,0.88,-0.45
6,0.58,0.87,-0.43
6,0.6,0.86,-0.39
6,0.62,0.85,-0.33
6,0.64,0.85,-0.33
6,0.66,0.84,-0.4
6,0.68,0.83,-0.49
6,0.7,0.82,-0.55
6,0.72,0.81,-0.52
6,0.74,0.8,-0.57
6,0.76,0.79,-0.57
6,0.78,0.77,-0.49
6,0.8,0.77,-0.51
6,0.82,0.76,-0.6
6,0.84,0.74,-0.71
6,0.86,0.73,-0.67
6,0.88,0.72,-0.58
6,0.9,0.7,-0.59
6,0.92,0.69,-0.61
6,0.94,0.68,-0.62
6,0.96,0.67,-0.61
6,0.98,0.65,-0.6
6,1.0,0.64,-0.63
6,1.02,0.63,-0.67
6,1.04,0.61,-0.67
6,1.06,0.6,-0.67
6,1.08,0.59,-0.69
6,1.1,0.57,-0.72
6,1.12,0.56,-0.7
6,1.14,0.55,-0.7
6,1.16,0.53,-0.73
6,1.18,0.52,-0.74
6,1.2,0.5,-0.73
6,1.22,0.49,-0.72
6,1.24,0.47,-0.72
6,1.26,0.46,-0.72
6,1.28,0.45,-0.71
6,1.3,0.43,-0.71
6,1.32,0.42,-0.7
6,1.34,0.4,-0.69
6,1.36,0.39,-0.69
6,1.38,0.38,-0.67
6,1.4,0.36,-0.62
6,1.42,0.35,-0.59
6,1.44,0.34,-0.61
6,1.46,0.33,-0.64
6,1.48,0.31,-0.65
6,1.5,0.3,-0.7
6,1.52,0.29,-0.77
6,1.54,0.27,-0.78
6,1.56,0.25,-0.72
6,1.58,0.24,-0.68
6,1.6,0.23,-0.71
6,1.62,0.21,-0.71
6,1.64,0.2,-0.68
6,1.66,0.19,-0.67
6,1.68,0.17,-0.68
6,1.7,0.16,-0.71
6,1.72,0.14,-0.65
6,1.74,0.13,-0.46
6,1.76,0.12,-0.21
6,1.78,0.12,-0.03
6,1.8,0.12,-0.2
6,1.82,0.12,14.06
6,1.84,0.1,28.52
7,0.02,0.93,-0.25
7,0.04,0.93,-0.2
7,0.06,0.92,-0.21
7,0.08,0.92,-0.22
7,0.1,0.91,-0.25
7,0.12,0.91,-0.3
7,0.14,0.9,-0.37
7,0.16,0.89,-0.36
7,0.18,0.89,-0.34
7,0.2,0.88,-0.37
7,0.22,0.87,-0.43
7,0.24,0.86,-0.47
7,0.26,0.86,-0.45
7,0.28,0.85,-0.46
7,0.3,0.84,-0.47
7,0.32,0.83,-0.47
7,0.34,0.82,-0.48
7,0.36,0.81,-0.48
7,0.38,0.8,-0.5
7,0.4,0.79,-0.52
7,0.42,0.78,-0.53
7,0.44,0.77,-0.54
7,0.46,0.76,-0.55
7,0.48,0.75,-0.5
7,0.5,0.73,-0.52
7,0.52,0.73,-0.58
7,0.54,0.71,-0.65
7,0.56,0.7,-0.4
7,0.58,0.69,-0.34
7,0.6,0.71,-0.59
7,0.62,0.66,-0.85
7,0.64,0.65,-0.88
7,0.66,0.64,-0.65
7,0.68,0.62,-0.66
7,0.7,0.61,-0.66
7,0.72,0.6,-0.64
7,0.74,0.59,-0.64
7,0.76,0.57,-0.65
7,0.78,0.56,-0.66
7,0.8,0.55,-0.67
7,0.82,0.53,-0.67
7,0.84,0.52,-0.68
7,0.86,0.51,-0.69
7,0.88,0.49,-0.69
7,0.9,0.48,-0.69
7,0.92,0.46,-0.7
7,0.94,0.45,-0.7
7,0.96,0.44,-0.69
7,0.98,0.42,-0.69
7,1.0,0.41,-0.69
7,1.02,0.4,-0.7
7,1.04,0.38,-0.7
7,1.06,0.37,-0.71
7,1.08,0.35,-0.71
7,1.1,0.34,-0.72
7,1.12,0.32,-0.72
7,1.14,0.31,-0.73
7,1.16,0.3,-0.73
7,1.18,0.28,-0.73
7,1.2,0.27,-0.73
7,1.22,0.25,-0.74
7,1.24,0.24,-0.74
7,1.26,0.22,-0.74
7,1.28,0.21,-0.74
7,1.3,0.19,-0.75
7,1.32,0.18,-0.75
7,1.34,0.16,-0.75
7,1.36,0.15,-0.7
7,1.38,0.13,-0.51
7,1.4,0.12,-0.25
7,1.42,0.12,-0.06
7,1.44,0.12,-0.01
7,1.46,0.12,-0.17
7,1.48,0.12,14.3
7,1.5,0.1,28.88
8,0.02,0.92,-0.14
8,0.04,0.92,-0.17
8,0.06,0.91,-0.2
8,0.08,0.91,-0.24
8,0.1,0.91,-0.26
8,0.12,0.9,-0.28
8,0.14,0.89,-0.31
8,0.16,0.89,-0.34
8,0.18,0.88,-0.36
8,0.2,0.87,-0.38
8,0.22,0.87,-0.4
8,0.24,0.86,-0.41
8,0.26,0.85,-0.44
8,0.28,0.84,-0.48
8,0.3,0.83,-0.5
8,0.32,0.82,-0.48
8,0.34,0.81,-0.47
8,0.36,0.8,-0.49
8,0.38,0.79,-0.51
8,0.4,0.78,-0.52
8,0.42,0.77,-0.53
8,0.44,0.76,-0.54
8,0.46,0.75,-0.53
8,0.48,0.74,-0.54
8,0.5,0.73,-0.58
8,0.52,0.71,-0.62
8,0.54,0.7,-0.63
8,0.56,0.69,-0.59
8,0.58,0.68,-0.58
8,0.6,0.67,-0.59
8,0.62,0.65,-0.62
8,0.64,0.64,-0.66
8,0.66,0.63,-0.69
8,0.68,0.61,-0.71
8,0.7,0.6,-0.71
8,0.72,0.59,-0.69
8,0.74,0.57,-0.7
8,0.76,0.56,-0.71
8,0.78,0.54,-0.72
8,0.8,0.53,-0.73
8,0.82,0.51,-0.76
8,0.84,0.5,-0.78
8,0.86,0.48,-0.79
8,0.88,0.47,-0.78
8,0.9,0.45,-0.76
8,0.92,0.44,-0.77
8,0.94,0.42,-0.76
8,0.96,0.41,-0.76
8,0.98,0.39,-0.75
8,1.0,0.38,-0.74
8,1.02,0.36,-0.73
8,1.04,0.35,-0.71
8,1.06,0.33,-0.7
8,1.08,0.32,-0.69
8,1.1,0.31,-0.73
8,1.12,0.29,-0.79
8,1.14,0.27,-0.81
8,1.16,0.26,-0.8
8,1.18,0.24,-0.78
8,1.2,0.23,-0.79
8,1.22,0.21,-0.78
8,1.24,0.19,-0.77
8,1.26,0.18,-0.75
8,1.28,0.16,-0.75
8,1.3,0.15,-0.73
8,1.32,0.13,-0.57
8,1.34,0.12,-0.3
9,0.06,0.8,-0.03
9,0.08,0.8,-0.07
9,0.1,0.79,-0.07
9,0.12,0.79,-0.02
9,0.14,0.79,0.06
9,0.16,0.8,0.1
9,0.18,0.8,0.05
9,0.2,0.8,-0.07
9,0.22,0.8,-0.19
9,0.24,0.79,-0.24
9,0.26,0.79,-0.24
9,0.28,0.78,-0.23
9,0.3,0.78,-0.21
9,0.32,0.77,-0.2
9,0.34,0.77,-0.23
9,0.36,0.76,-0.28
9,0.38,0.76,-0.33
9,0.4,0.75,-0.36
9,0.42,0.74,-0.37
9,0.44,0.74,-0.39
9,0.46,0.73,-0.39
9,0.48,0.72,-0.4
9,0.5,0.71,-0.42
9,0.52,0.7,-0.44
9,0.54,0.7,-0.48
9,0.56,0.69,-0.52
9,0.58,0.67,-0.53
9,0.6,0.66,-0.52
9,0.62,0.65,-0.48
9,0.64,0.64,-0.47
9,0.66,0.64,-0.48
9,0.68,0.63,-0.53
9,0.7,0.61,-0.56
9,0.72,0.6,-0.55
9,0.74,0.59,-0.57
9,0.76,0.58,-0.61
9,0.78,0.57,-0.62
9,0.8,0.55,-0.6
9,0.82,0.54,-0.57
9,0.84,0.53,-0.58
9,0.86,0.52,-0.6
9,0.88,0.51,-0.61
9,0.9,0.5,-0.62
9,0.92,0.48,-0.64
9,0.94,0.47,-0.65
9,0.96,0.46,-0.67
9,0.98,0.44,-0.69
9,1.0,0.43,-0.7
9,1.02,0.42,-0.68
9,1.04,0.4,-0.67
9,1.06,0.39,-0.67
9,1.08,0.38,-0.68
9,1.1,0.36,-0.68
9,1.12,0.35,-0.68
9,1.14,0.33,-0.68
9,1.16,0.32,-0.68
9,1.18,0.31,-0.69
9,1.2,0.29,-0.69
9,1.22,0.28,-0.71
9,1.24,0.27,-0.74
9,1.26,0.25,-0.79
9,1.28,0.23,-0.81
9,1.3,0.22,-0.81
9,1.32,0.2,-0.8
9,1.34,0.19,-0.79
9,1.36,0.17,-0.8
9,1.38,0.15,-0.79
9,1.4,0.14,-0.65
9,1.42,0.12,-0.37
9,1.44,0.12,-0.31
9,1.46,0.12,14.13
9,1.48,0.1,28.63
10,0.02,0.86,-0.02
10,0.04,0.86,0.0
10,0.06,0.86,0.0
10,0.08,0.86,0.00018
10,0.1,0.86,-0.000535
10,0.12,0.86,-0.01
10,0.14,0.86,-0.02
10,0.16,0.86,-0.05
10,0.18,0.86,-0.08
10,0.2,0.86,-0.12
10,0.22,0.86,-0.15
10,0.24,0.85,-0.17
10,0.26,0.85,-0.16
10,0.28,0.85,-0.17
10,0.3,0.84,-0.22
10,0.32,0.84,-0.29
10,0.34,0.83,-0.34
10,0.36,0.82,-0.34
10,0.38,0.82,-0.36
10,0.4,0.81,-0.4
10,0.42,0.8,-0.44
10,0.44,0.79,-0.45
10,0.46,0.78,-0.44
10,0.48,0.77,-0.44
10,0.5,0.77,-0.44
10,0.52,0.76,-0.45
10,0.54,0.75,-0.46
10,0.56,0.74,-0.47
10,0.58,0.73,-0.48
10,0.6,0.72,-0.49
10,0.62,0.71,-0.5
10,0.64,0.7,-0.5
10,0.66,0.69,-0.51
10,0.68,0.68,-0.52
10,0.7,0.67,-0.51
10,0.72,0.66,-0.51
10,0.74,0.65,-0.52
10,0.76,0.64,-0.55
10,0.78,0.63,-0.57
10,0.8,0.61,-0.59
10,0.82,0.6,-0.63
10,0.84,0.59,-0.63
10,0.86,0.58,-0.64
10,0.88,0.56,-0.63
10,0.9,0.55,-0.64
10,0.92,0.54,-0.64
10,0.94,0.53,-0.64
10,0.96,0.51,-0.64
10,0.98,0.5,-0.65
10,1.0,0.49,-0.64
10,1.02,0.47,-0.65
10,1.04,0.46,-0.68
10,1.06,0.45,-0.69
10,1.08,0.43,-0.68
10,1.1,0.42,-0.66
10,1.12,0.41,-0.63
10,1.14,0.39,-0.62
10,1.16,0.38,-0.63
10,1.18,0.37,-0.66
10,1.2,0.36,-0.68
10,1.22,0.34,-0.67
10,1.24,0.33,-0.65
10,1.26,0.32,-0.65
10,1.28,0.3,-0.65
10,1.3,0.29,-0.63
10,1.32,0.28,-0.62
10,1.34,0.27,-0.61
10,1.36,0.25,-0.59
10,1.38,0.24,-0.28
10,1.4,0.23,0.03
10,1.42,0.25,-0.05
10,1.44,0.25,-0.52
10,1.46,0.22,-0.91
10,1.48,0.2,-0.85
10,1.5,0.19,-0.74
10,1.52,0.17,-0.74
10,1.54,0.16,-0.75
10,1.56,0.14,-0.64
10,1.58,0.13,-0.42
10,1.6,0.13,-0.19
10,1.62,0.13,-0.17
10,1.64,0.13,12.0
10,1.66,0.11,24.24
